run_id,model,seed,agent_id,rule_id,month,event_type,observed_condition,condition_schema_match,observed_strategy,expected_strategy,strategy_match,confidence_observed,confidence_expected,confidence_match,confidence_direction,cumulative_source_reference_count,new_source_reference_count,new_source_episode_ids,new_source_missing_count,new_source_future_count,new_source_condition_mismatch_count,new_source_reused_reference_count,new_source_mean_wealth_change,inferred_update_success,support_status,validity_note_observed,rationale_present,coded_category_present
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,131,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.625,0.625,true,increase,141,6,E126;E127;E128;E129;E130;E131,0,0,0,3,18824.36983743765,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,134,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.64,0.64,true,increase,147,6,E129;E130;E131;E132;E133;E134,0,0,0,3,34545.4585987883,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,137,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.6538461538461539,0.6538461538461539,true,increase,153,6,E132;E133;E134;E135;E136;E137,0,0,0,3,35183.19899709928,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,140,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.6666666666666666,0.6666666666666666,true,increase,159,6,E135;E136;E137;E138;E139;E140,0,0,0,3,20683.871220498248,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,143,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.6785714285714286,0.6785714285714286,true,increase,165,6,E138;E139;E140;E141;E142;E143,0,0,0,3,21304.672612937942,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,146,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.6896551724137931,0.6896551724137931,true,increase,171,6,E141;E142;E143;E144;E145;E146,0,0,0,3,49490.420317865945,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,149,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7,0.7,true,increase,177,6,E144;E145;E146;E147;E148;E149,0,0,0,3,49971.76961824348,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,152,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7096774193548387,0.7096774193548387,true,increase,183,6,E147;E148;E149;E150;E151;E152,0,0,0,3,22816.172152131116,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,155,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.71875,0.71875,true,increase,189,6,E150;E151;E152;E153;E154;E155,0,0,0,3,23230.283109557156,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,158,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7272727272727273,0.7272727272727273,true,increase,195,6,E153;E154;E155;E156;E157;E158,0,0,0,3,56450.2737180754,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,161,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7352941176470589,0.7352941176470589,true,increase,201,6,E156;E157;E158;E159;E160;E161,0,0,0,3,57036.772874233546,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,164,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7428571428571429,0.7428571428571429,true,increase,207,6,E159;E160;E161;E162;E163;E164,0,0,0,3,24733.834527294344,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,167,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.75,0.75,true,increase,213,6,E162;E163;E164;E165;E166;E167,0,0,0,3,24871.398721837206,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,170,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7567567567567568,0.7567567567567568,true,increase,219,6,E165;E166;E167;E168;E169;E170,0,0,0,3,57709.160525405394,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,173,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7631578947368421,0.7631578947368421,true,increase,225,6,E168;E169;E170;E171;E172;E173,0,0,0,3,57252.30052592466,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,176,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7692307692307693,0.7692307692307693,true,increase,231,6,E171;E172;E173;E174;E175;E176,0,0,0,3,23434.216585762373,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,179,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.775,0.775,true,increase,237,6,E174;E175;E176;E177;E178;E179,0,0,0,3,22402.190933141315,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,44,high_inflation_strategy,182,merge_update,inflation is high (>3%),true,maintain consumption around 0%,maintain consumption around 0%,true,0.7804878048780488,0.7804878048780488,true,increase,240,3,E177;E178;E179,0,0,0,3,21867.41418708426,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,62,create,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.5,0.5,true,initial,3,3,E60;E61;E62,0,0,0,0,3169.4340720678642,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,65,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,increase,9,6,E60;E61;E62;E63;E64;E65,0,0,0,3,5492.622439699917,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,68,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,15,6,E63;E64;E65;E66;E67;E68,0,0,0,3,6861.6725234170735,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,71,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,21,6,E66;E67;E68;E69;E70;E71,0,0,0,3,6095.543470791871,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,74,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,27,6,E69;E70;E71;E72;E73;E74,0,0,0,3,10184.962652811335,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,77,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,33,6,E72;E73;E74;E75;E76;E77,0,0,0,3,8931.524142014116,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,80,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,39,6,E75;E76;E77;E78;E79;E80,0,0,0,3,5392.282664838441,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,83,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,45,6,E78;E79;E80;E81;E82;E83,0,0,0,3,7251.4003565074045,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,86,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,51,6,E81;E82;E83;E84;E85;E86,0,0,0,3,33023.0470182014,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,89,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,57,6,E84;E85;E86;E87;E88;E89,0,0,0,3,32873.91445250035,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,92,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,63,6,E87;E88;E89;E90;E91;E92,0,0,0,3,9618.2615286704,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,95,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,69,6,E90;E91;E92;E93;E94;E95,0,0,0,3,7485.309510049604,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,98,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,75,6,E93;E94;E95;E96;E97;E98,0,0,0,3,37079.11752237808,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,101,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,81,6,E96;E97;E98;E99;E100;E101,0,0,0,3,42286.6079556961,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,104,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,87,6,E99;E100;E101;E102;E103;E104,0,0,0,3,7161.2284932461525,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,107,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,93,6,E102;E103;E104;E105;E106;E107,0,0,0,3,7820.55765110035,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,110,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,99,6,E105;E106;E107;E108;E109;E110,0,0,0,3,49488.91161503969,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,113,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,105,6,E108;E109;E110;E111;E112;E113,0,0,0,3,41513.22943238012,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,116,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,111,6,E111;E112;E113;E114;E115;E116,0,0,0,3,3271.757265616441,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,119,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,117,6,E114;E115;E116;E117;E118;E119,0,0,0,3,3883.3981519196336,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,122,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,123,6,E117;E118;E119;E120;E121;E122,0,0,0,3,39257.91714556733,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,125,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,129,6,E120;E121;E122;E123;E124;E125,0,0,0,3,43260.84477601538,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,128,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.9565217391304348,0.9565217391304348,true,decrease,135,6,E123;E124;E125;E126;E127;E128,0,0,0,3,-2052.90187180733,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,131,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.9166666666666666,0.9166666666666666,true,decrease,141,6,E126;E127;E128;E129;E130;E131,0,0,0,3,-6593.478486016936,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,134,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.92,0.92,true,increase,147,6,E129;E130;E131;E132;E133;E134,0,0,0,3,53552.80391378328,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,137,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.9230769230769231,0.9230769230769231,true,increase,153,6,E132;E133;E134;E135;E136;E137,0,0,0,3,52187.49399567136,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,140,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8888888888888888,0.8888888888888888,true,decrease,159,6,E135;E136;E137;E138;E139;E140,0,0,0,3,-9413.26133402274,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,143,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8571428571428571,0.8571428571428571,true,decrease,165,6,E138;E139;E140;E141;E142;E143,0,0,0,3,-8457.887244130912,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,146,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8620689655172413,0.8620689655172413,true,increase,171,6,E141;E142;E143;E144;E145;E146,0,0,0,3,50834.39903976617,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,149,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8666666666666667,0.8666666666666667,true,increase,177,6,E144;E145;E146;E147;E148;E149,0,0,0,3,49578.194232059956,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,152,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8709677419354839,0.8709677419354839,true,increase,183,6,E147;E148;E149;E150;E151;E152,0,0,0,3,2675.4507088136547,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,155,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.875,0.875,true,increase,189,6,E150;E151;E152;E153;E154;E155,0,0,0,3,9948.794514786181,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,158,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8787878787878788,0.8787878787878788,true,increase,195,6,E153;E154;E155;E156;E157;E158,0,0,0,3,57559.0061119971,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,161,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8823529411764706,0.8823529411764706,true,increase,201,6,E156;E157;E158;E159;E160;E161,0,0,0,3,40783.917914138096,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,164,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8571428571428571,0.8571428571428571,true,decrease,207,6,E159;E160;E161;E162;E163;E164,0,0,0,3,-22653.915169597447,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,167,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8333333333333334,0.8333333333333334,true,decrease,213,6,E162;E163;E164;E165;E166;E167,0,0,0,3,-21216.695464954788,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,170,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8378378378378378,0.8378378378378378,true,increase,219,6,E165;E166;E167;E168;E169;E170,0,0,0,3,20495.58810320978,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,173,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.8421052631578947,0.8421052631578947,true,increase,225,6,E168;E169;E170;E171;E172;E173,0,0,0,3,18764.038629465038,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,176,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8205128205128205,0.8205128205128205,true,decrease,231,6,E171;E172;E173;E174;E175;E176,0,0,0,3,-23881.07410270216,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,179,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.8,0.8,true,decrease,237,6,E174;E175;E176;E177;E178;E179,0,0,0,3,-23581.56625372676,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,45,high_inflation_strategy,182,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.7804878048780488,0.7804878048780488,true,decrease,240,3,E177;E178;E179,0,0,0,3,-23464.41337858901,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,62,create,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.5,0.5,true,initial,3,3,E60;E61;E62,0,0,0,0,2712.018087788252,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,65,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,increase,9,6,E60;E61;E62;E63;E64;E65,0,0,0,3,5129.938964649725,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,68,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,15,6,E63;E64;E65;E66;E67;E68,0,0,0,3,7821.843533280247,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,71,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,21,6,E66;E67;E68;E69;E70;E71,0,0,0,3,7012.2893255616655,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,74,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,27,6,E69;E70;E71;E72;E73;E74,0,0,0,3,11532.61958639542,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,77,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,33,6,E72;E73;E74;E75;E76;E77,0,0,0,3,11728.16319320252,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,80,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,39,6,E75;E76;E77;E78;E79;E80,0,0,0,3,4914.971810434227,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,83,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,45,6,E78;E79;E80;E81;E82;E83,0,0,0,3,5243.371934207874,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,86,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,51,6,E81;E82;E83;E84;E85;E86,0,0,0,3,29459.167867334454,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,89,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,57,6,E84;E85;E86;E87;E88;E89,0,0,0,3,29426.884117934194,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,92,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,63,6,E87;E88;E89;E90;E91;E92,0,0,0,3,2543.5801800712557,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,95,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,69,6,E90;E91;E92;E93;E94;E95,0,0,0,3,646.755599049308,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,98,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,75,6,E93;E94;E95;E96;E97;E98,0,0,0,3,37895.74048728106,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,101,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,81,6,E96;E97;E98;E99;E100;E101,0,0,0,3,37006.381737810596,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,104,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,87,6,E99;E100;E101;E102;E103;E104,0,0,0,3,4749.688853861434,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,107,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,93,6,E102;E103;E104;E105;E106;E107,0,0,0,3,5214.017360856563,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,110,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,99,6,E105;E106;E107;E108;E109;E110,0,0,0,3,36748.56830902518,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,113,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,105,6,E108;E109;E110;E111;E112;E113,0,0,0,3,39659.973889297304,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,116,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,111,6,E111;E112;E113;E114;E115;E116,0,0,0,3,8309.024127582787,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,119,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,117,6,E114;E115;E116;E117;E118;E119,0,0,0,3,4683.956419676775,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,122,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,123,6,E117;E118;E119;E120;E121;E122,0,0,0,3,32795.97646580384,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,125,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,1.0,1.0,true,unchanged,129,6,E120;E121;E122;E123;E124;E125,0,0,0,3,36201.19004338514,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,128,merge_update,inflation is high (>3%),true,reduce consumption to 20%,reduce consumption to 20%,true,0.9565217391304348,0.9565217391304348,true,decrease,135,6,E123;E124;E125;E126;E127;E128,0,0,0,3,-929.8761486369962,false,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,131,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.9583333333333334,0.9583333333333334,true,increase,141,6,E126;E127;E128;E129;E130;E131,0,0,0,3,260.3328484958038,true,verified_supported,supported_by_episode,false,false
E1:gpt-4o:E1_finevo:seed13,openai/gpt-4o,13,46,high_inflation_strategy,134,merge_update,inflation is high (>3%),true,maintain consumption around 2%,maintain consumption around 2%,true,0.96,0.96,true,increase,147,6,E129;E130;E131;E132;E133;E134,0,0,0,3,50737.5310690077,true,verified_supported,supported_by_episode,false,false
